supermarket,category,name,description,price,reference_price,reference_unit,insert_date
mercadona-es,parafarmacia_cuidado_e_higiene_facial_cremas_faciales,CLA Prozis 90 ud.,,1.3245836349760904,0.25548979617054474,kg,2023-03-01 00:00:00
dia-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Miel de azhar Mellarius 500 g.,,6.176868051605878,0.33823814597025165,ud,2023-03-01 00:00:00
carrefour-es,parafarmacia_higiene_bucal_colutorio,Bebida Florida Hacendado,Pack-8,5.728855471444698,0.31103477468525287,€/Kg.,2023-03-01 00:00:00
carrefour-es,la_despensa_helados_bombon,Papilla zanahorias baby con ternera Hero baby +6 meses,,11.652993999253246,14.045410474370891,kg,2023-03-01 00:00:00
carrefour-es,la_despensa_aperitivos_patatas_fritas,STARBUCKS café capuccino vaso 220 ml,,4.276377807044788,20.564469181083286,L,2023-03-01 00:00:00
carrefour-es,la_despensa_cestas_y_lotes_cestas_de_navidad,FOXY servilletas decoradas tamaño 40 x 40 cm paquete 45 uds,75 Cl.,1.6916617422858196,13.087873016759717,kg,2023-03-01 00:00:00
dia-es,bebidas_aguas_y_zumos_agua_con_sabor,DIA guantes desechables de látex talla 8 bolsa 10 uds,370 G.,3.9377241106891088,12.754873156892867,kg,2023-03-01 00:00:00
mercadona-es,congelados_y_helados_helados_conos,Tomate frito Orlando sin gluten y sin lactosa pack de 3 brik de 210 g.,90 Ud.,9.973471702154026,9.693918346054376,€/l.,2023-03-01 00:00:00
dia-es,bodega_cerveza,SIMON LIFE naranja botella 1.5 l,,5.555347734103027,14.106214484060994,€/Kg.,2023-03-01 00:00:00
mercadona-es,la_despensa_cestas_y_lotes_cestas_de_navidad,Cepillo cabello térmico iónico Deliplus 25 mm,,0.8285033584506926,2.589258855700815,ud,2023-03-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Barra de labios color riche nº 630 L'Oréal 1 ud.,,3.27419862927904,2.9377453334361383,L,2023-03-01 00:00:00
carrefour-es,el_mercado_quesos_rallados,Crema de cacao con leche y avellanas Carrefour 750 g.,Pack-8,6.92435252902255,59.036118080050926,l,2023-03-01 00:00:00
dia-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,Chocolate extrafino negro Hacendado,,2.708047206332368,0.35097627078513216,kg,2023-03-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_infusiones_manzanilla,Néctar de piña Juver Selección botella 85 cl.,,2.927555924104774,7.488023209828865,,2023-03-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cafes,Refresco lima limón Sprite,270 G.,7.455634836297378,16.156236344013145,L,2023-04-01 00:00:00
carrefour-es,bebidas_refrescos_refrigerados,Néctar de piña Juver Selección botella 85 cl.,60 Cápsulas.,34.9333032957583,31.98036374628233,€/ud.,2023-04-01 00:00:00
mercadona-es,bebidas_refrescos_refrigerados,DIA manzanilla estuche 25 bolsitas,,3.40211796334199,13.473138476503932,€/ud.,2023-04-01 00:00:00
carrefour-es,limpieza_y_hogar_utensilios_de_limpieza_y_calzado,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",Bandeja,12.29314709825239,13.004143350040355,kg,2023-04-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cafes,Aceite para el cuidado de la piel Bio-Oil 200 ml.,Bote,5.622160814602549,22.058197932501734,ud,2023-04-01 00:00:00
carrefour-es,parafarmacia_cuidado_corporal_desodorantes,Chuletas de cordero paletilla,3 L.,8.433965186720389,8.833609053614799,ud,2023-04-01 00:00:00
dia-es,limpieza_y_hogar_papeleria_colorear,Café espresso en cápsulas Nescafé Dolce Gusto 16 unidades de 6 g.,,3.484761925788753,2.135583992277435,L,2023-04-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,Atún en aceite de girasol Hacendado,,2.0021362420026625,10.505753409712407,€/l.,2023-04-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Yogur bífidus desnatado con lima y limón Danone Activia pack de 4 unidades de 120 g.,,14.88217400367038,0.26608563139906544,kg,2023-04-01 00:00:00
dia-es,bebidas_refrescos_refrigerados,"Tarrito de melocotón, plátano y pera desde 6 meses ecológico Carrefour Baby Bio sin gluten 200 g.",,3.550467571656154,12.273863807677188,kg,2023-04-01 00:00:00
mercadona-es,carne_conejo_y_cordero,Cuartos traseros familiar de pollo,,4.6320316650347095,23.582031263033272,kg,2023-04-01 00:00:00
carrefour-es,congelados_y_helados_platos_precocinados_otros_precocinados,Papilla zanahorias baby con ternera Hero baby +6 meses,,5.467171053911995,1.1953620486743612,€/ud.,2023-04-01 00:00:00
carrefour-es,bodega_cerveza,DIA manzanilla estuche 25 bolsitas,90 Ud.,4.132597965232461,43.852372949427746,ud,2023-04-01 00:00:00
dia-es,la_despensa_alimentacion_salsas_y_tomate_frito,Cepillo cabello térmico iónico Deliplus 25 mm,,6.175996918965421,1.1963470867342603,kg,2023-05-01 00:00:00
carrefour-es,bebidas_licores_y_cremas_licores_y_orujo,"Tarrito de melocotón, plátano y pera desde 6 meses ecológico Carrefour Baby Bio sin gluten 200 g.",85 Cl.,12.426030158594598,11.926222546057643,€/l.,2023-05-01 00:00:00
dia-es,carne_conejo_y_cordero,Aceite para el cuidado de la piel Bio-Oil 200 ml.,Bote,1.8056885379383265,6.332460151696383,100 ml,2023-05-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cafes,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,,4.975828653514026,7.847367550873665,ud,2023-05-01 00:00:00
dia-es,cuidado_del_cabello_peines_y_accesorios,Aguardiente de orujo El Afilador 70 cl.,1 Ud.,1.1680732633729123,2.7207522162756548,€/Kg.,2023-05-01 00:00:00
carrefour-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,ORAL B pasta dentífrica repair blanqueante tubo 75 ml,Bandeja,16.862965981777307,15.011858841613343,ud,2023-05-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",,1.9987798237964114,10.947340173110108,kg,2023-05-01 00:00:00
mercadona-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,Barrita de chocolate con galleta y caramelo 5 ud.,,5.363815716543508,7.280630706890692,l,2023-05-01 00:00:00
mercadona-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,Caldo de pollo Carrefour sin gluten brik 1 l.,3 L.,3.7019046514388405,5.846180326457633,€/Kg.,2023-05-01 00:00:00
dia-es,bebidas_refrescos_refrigerados,Acelgas Ybarra 425 g.,,4.453789056021834,17.46432591976422,100 g,2023-05-01 00:00:00
dia-es,bebidas_refrescos_colas,Tomate frito Hacendado,Bote,1.9939723042600233,6.698636296829109,l,2023-05-01 00:00:00
carrefour-es,perfumeria_e_higiene_cosmetica_labios,Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,Brick,4.1462697439127405,17.622682655961338,€/Kg.,2023-05-01 00:00:00
carrefour-es,la_despensa_yogures_y_postres_otros_postres,Bebida Florida Hacendado,25 Cl.,0.7708461482176433,4.879772946504316,L,2023-06-01 00:00:00
dia-es,la_despensa_alimentacion_salsas_y_tomate_frito,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,,1.6922871897652652,1.4903703024546662,l,2023-06-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,STARBUCKS café capuccino vaso 220 ml,,1.6880598622002565,1.9400836808669484,ud,2023-06-01 00:00:00
carrefour-es,zumos_naranja,Aquarius sabor limón lata 33 cl.,Pack-8,3.5726779052429016,16.072679885210544,l,2023-06-01 00:00:00
carrefour-es,perfumeria_e_higiene_depilacion_maquinillas_y_recambios,DIA DELICIOUS mini tostas con pasas bolsa 125 gr,500 G.,9.21018204313261,9.892870856926006,€/ud.,2023-06-01 00:00:00
carrefour-es,bodega_cerveza,WILKINSON Sword extra beauty 2 maquinilla desechable mujer bolsa 5 uds,3 L.,1.9343432047261049,5.498773396087797,€/l.,2023-06-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_miel,Patatas fritas lisas Carrefour 170 g.,,0.7814733519243761,0.838832420244644,m,2023-06-01 00:00:00
mercadona-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Anillas a la romana Carrefour 500 g.,,2.6327391811085095,0.8060440559617352,kg,2023-06-01 00:00:00
dia-es,postres_y_yogures_bifidus,Aceite para el cuidado de la piel Bio-Oil 200 ml.,Pack-8,2.7440945021944185,2.7322757931575428,kg,2023-06-01 00:00:00
carrefour-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,Rotuladores Bic Kid Couleur Surtidos 18+6 uds,Bandeja,5.943322420763338,21.837453427530956,kg,2023-06-01 00:00:00
carrefour-es,la_despensa_helados_bombon,DIA infusión menta poleo estuche 25 bolsitas,1 Ud.,9.143517422800473,9.386626195454387,m,2023-06-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_miel,Limpia máquinas duo Somat 3 ud.,45 Ud.,6.462982978723976,13.191193001155629,100ml,2023-06-01 00:00:00
carrefour-es,perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,"Cesta baño Aromatherapy Gloss: Gel de ducha 300 ml, loción 300 ml, exfoliante 100 ml, bombas baño 300 g, vela 1 ud y esponja ",50 G.,3.0214083109352683,2.813924523304787,kg,2023-06-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Mermelada de melocotón categoría extra Carrefour sin gluten 650 g.,750 G.,11.141422947692893,1.5708595774952914,ud,2023-06-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Anillas a la romana Carrefour 500 g.,5 G.,4.83927300206628,14.781446752408451,kg,2023-06-01 00:00:00
carrefour-es,bebidas_vinos_todos_los_vinos,Anillas a la romana Carrefour 500 g.,,1.3987046279527249,1.3955729883473602,kg,2023-06-01 00:00:00
dia-es,la_despensa_yogures_y_postres_otros_postres,SIMON LIFE naranja botella 1.5 l,,14.700908299080234,13.914481406636476,kg,2023-07-01 00:00:00
mercadona-es,bebidas_refrescos_refrigerados,Bloque de hígado de pato blister Martiko 130 g.,,0.995251972154097,10.46768803554116,kg,2023-07-01 00:00:00
carrefour-es,mascotas_pajaros_pienso_para_pajaros,Bebida láctea natural azucarada Hacendado,,0.398956312278673,0.38999536287726233,€/l.,2023-07-01 00:00:00
carrefour-es,perfumeria_e_higiene_cosmetica_labios,Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,,5.1493202934078095,15.145275849943296,kg,2023-07-01 00:00:00
carrefour-es,lacteos_y_huevos_yogures_yogur_sabores,GARNIER Skinactive gel micelar todo en uno piel sensible dosificador 200 ml,,5.037483833866069,13.044595916682201,kg,2023-07-01 00:00:00
mercadona-es,alimentacion_legumbres_garbanzos,Champú cuidado clásico para cabello normal o graso Tresemmé 855 ml,,3.1748349004700627,2.214527746817228,lavado,2023-07-01 00:00:00
mercadona-es,la_despensa_dulce_y_desayuno_mermeladas_membrillos_y_compotas,Pan de molde sin corteza Carrefour 820 g.,Pieza,1.1173829919089233,21.068252134773136,€/ud.,2023-07-01 00:00:00
dia-es,la_despensa_alimentacion_vitaminas_y_complementos,Chorizo casero extra sarta Palacios 250 g.,,19.178204874297336,18.01738481309259,€/l.,2023-07-01 00:00:00
carrefour-es,charcuteria_y_quesos_salchichas_salchichas,DIA guantes desechables de látex talla 8 bolsa 10 uds,,9.332214998158186,3.120289360682021,ud,2023-07-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_cafes,Desodorante fresh vaporizador Sebamed 75 ml.,,3.2565342160371507,7.192037081508082,€/l.,2023-07-01 00:00:00
carrefour-es,la_despensa_helados_bombon,Reavivador de ante y nobuk Bosque Verde,,1.505247502205679,1.5158946545900158,kg,2023-07-01 00:00:00
carrefour-es,bebidas_vinos_tintos_castillala_mancha,FRIZZ EASE champú liso perfecto con queratina tubo 250 ml,Pack-3,1.5815973315826888,1.7384955762163317,ud,2023-07-01 00:00:00
dia-es,charcuteria_y_quesos_queso_untable_y_fresco,DANI ajo molida frasco 55 gr,,1.1039591391327086,10.64849694108391,kg,2023-07-01 00:00:00
mercadona-es,la_despensa_cestas_y_lotes_cestas_de_navidad,ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs,,0.8098336600164577,0.8215008299719856,€/l.,2023-08-01 00:00:00
carrefour-es,limpieza_y_hogar_menaje_y_conservacion_de_alimentos,ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs,,3.643986621691282,5.040138787250667,€/Kg.,2023-08-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,Bebida Florida Hacendado,,9.692890874427032,9.46554042828168,kg,2023-08-01 00:00:00
mercadona-es,bebidas_refrescos_colas,DIA manzanilla estuche 25 bolsitas,,1.8665309860805859,4.024237350025681,€/ud.,2023-08-01 00:00:00
carrefour-es,carne_conejo_y_cordero,Caldo de pollo Carrefour sin gluten brik 1 l.,,3.3927093478186703,14.992290391356129,kg,2023-08-01 00:00:00
mercadona-es,bebidas_aguas_y_zumos_agua_con_sabor,Complemento alimenticio próstrata Sanon 60 cápsulas.,Lata,2.1088737856031554,2.533813468236476,€/Kg.,2023-08-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,SIMON LIFE naranja botella 1.5 l,Tableta,9.793239089547416,2.9218689257063106,kg,2023-08-01 00:00:00
carrefour-es,alimentacion_conservas_pescado_mejillones,Detergente líquido Actilift Ariel 50 lavados.,,1.5548526851328572,1.458975858404092,€/Kg.,2023-08-01 00:00:00
dia-es,azucar_caramelos_y_chocolate_chocolate,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,1 Ud.,0.7793604369757241,2.1809162128289468,€/l.,2023-08-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_cremas_de_cacao_avellana_y_cacahuete,WUDY salchichas con queso envase 150 g,,0.23271494799610387,0.0,ud,2023-08-01 00:00:00
carrefour-es,mascotas_pajaros_pienso_para_pajaros,DANI ajo molida frasco 55 gr,Pack 4x120 G.,2.6068757339746176,2.512677799721291,€/Kg.,2023-08-01 00:00:00
mercadona-es,perfumeria_e_higiene_cabello_champus,Seitán tofu ecológico Carrefour Bio 250 g.,,1.6019528599267563,0.16293829716120425,€/l.,2023-08-01 00:00:00
carrefour-es,la_despensa_alimentacion_vitaminas_y_complementos,Champú cuidado clásico para cabello normal o graso Tresemmé 855 ml,,1.0269153963410698,4.21975413442227,ud,2023-08-01 00:00:00
carrefour-es,limpieza_y_hogar_bazar_automovil,Barra de labios color riche nº 630 L'Oréal 1 ud.,,1.5310227186489533,12.133991630307602,100 g,2023-08-01 00:00:00
dia-es,mascotas_pajaros_pienso_para_pajaros,Tarta infantil El Rey León congelada,,1.3851917364340367,2.1679249560709675,kg,2023-08-01 00:00:00
carrefour-es,bebidas_licores_y_cremas_licores_y_orujo,Barrita de chocolate con galleta y caramelo 5 ud.,,0.9409806454203544,0.8293940575497083,kg,2023-09-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,130 G.,4.284300323154998,55.17940925987747,kg,2023-09-01 00:00:00
dia-es,mascotas_pajaros_pienso_para_pajaros,CLA Prozis 90 ud.,,0.9985837741357362,6.538893604941852,kg,2023-09-01 00:00:00
carrefour-es,perfumeria_e_higiene_higiene_bucal_dentifricos,Cerveza Cruzcampo Pilsen pack de 24 botellas de 25 cl.,,1.3266620617754932,2.124444995430997,l,2023-09-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,,1.397450701943787,0.2406819339720619,€/Kg.,2023-09-01 00:00:00
dia-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,Champú reparador para cabellos dañados Total Repair 5 L'Oréal-Elvive 370 ml.,,5.773805098937162,0.3219702098537085,kg,2023-09-01 00:00:00
carrefour-es,alimentacion_legumbres_garbanzos,Chicharrillos en aceite de girasol Hacendado,370 G.,0.824944112609716,2.687428968971564,€/l.,2023-09-01 00:00:00
mercadona-es,perfumeria_e_higiene_boca_y_sonrisa_dentifricos,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,,0.6077226206944372,3.7383616758788762,100 ml,2023-09-01 00:00:00
carrefour-es,la_despensa_alimentacion_aceites_y_vinagres,Miel de azhar Mellarius 500 g.,,1.9276889274333644,9.952089375258076,ud,2023-09-01 00:00:00
carrefour-es,bebidas_vinos_tinto,Chorizo casero extra sarta Palacios 250 g.,45 Ud.,1.0050315725736378,10.925140674471736,€/ud.,2023-09-01 00:00:00
dia-es,la_despensa_cestas_y_lotes_cestas_de_navidad,Bífidus con frutas Hacendado,Pieza,4.621244416490684,21.356949520822884,kg,2023-09-01 00:00:00
dia-es,la_despensa_yogures_y_postres_yogures_desnatados,Berlina Fondant Donuts 204 g.,,1.2789944870055328,1.9663625223677348,l,2023-09-01 00:00:00
carrefour-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,WUDY salchichas con queso envase 150 g,,5.051794525814693,8.033479577215658,L,2023-09-01 00:00:00
mercadona-es,cuidado_del_cabello_peines_y_accesorios,DIA café natural en grano paquete 500 gr,1 L.,1.5782575489057293,1.5118286986433336,kg,2023-09-01 00:00:00
carrefour-es,bebidas_cerveza_todas_las_cervezas,DIA palitos de mozzarella bolsa 400 gr,45 Ud.,3.6225111031192503,5.734779825055736,€/Kg.,2023-10-01 00:00:00
carrefour-es,bebe_alimentacion_infantil_tarritos_y_platos_preparados,Chicharrillos en aceite de girasol Hacendado,Spray,9.514003573276604,9.743653446626851,€/l.,2023-10-01 00:00:00
carrefour-es,parafarmacia_higiene_bucal_colutorio,DANI ajo molida frasco 55 gr,,3.9212453419771003,16.755911012995533,€/ud.,2023-10-01 00:00:00
carrefour-es,perfumeria_e_higiene_cosmetica_rostro,Seitán tofu ecológico Carrefour Bio 250 g.,,1.8678301479477475,5.412923101802141,kg,2023-10-01 00:00:00
carrefour-es,aperitivos_aceitunas_y_encurtidos,Mayonesa Hacendado,,4.947040975336505,4.432909951942324,kg,2023-10-01 00:00:00
dia-es,desayuno_dulces_y_pan_preparacion_de_postres_decoracion_y_complementos_para_postres,Pastillas antical para lavadoras 3 en 1 en Calgon 45 ud.,,1.0191024220041232,1.0170103127030925,kg,2023-10-01 00:00:00
mercadona-es,la_despensa_helados_bombon,Helado sándwich de nata Hacendado,,5.048931386590958,16.763933501294837,kg,2023-10-01 00:00:00
carrefour-es,alimentacion_conservas_pescado_mejillones,Gel de higiene íntima Deliplus,,18.673875722182444,0.42720029413648414,kg,2023-10-01 00:00:00
dia-es,congelados_y_helados_platos_precocinados_otros_precocinados,Bífidus con frutas Hacendado,Botella,0.730488431478663,4.965003772468929,L,2023-10-01 00:00:00
carrefour-es,perfumeria_e_higiene_depilacion_cera,Gel de higiene íntima Deliplus,200 Ml.,1.0691529935745807,2.2780670089797286,kg,2023-10-01 00:00:00
carrefour-es,panaderia_y_pasteleria_tartas_y_pasteles,Néctar de piña Juver Selección botella 85 cl.,,1.850608248285322,25.674287569074764,kg,2023-10-01 00:00:00
carrefour-es,congelados_y_helados_platos_precocinados_otros_precocinados,Complemento alimenticio Lecitina de soja Vive Plus 250 g.,1 Ud.,18.595303539961197,19.482379825874283,ud,2023-10-01 00:00:00
dia-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Bífidus con frutas Hacendado,,9.993536569152194,14.784917760379585,€/l.,2023-10-01 00:00:00
carrefour-es,el_mercado_la_cocina_de_carrefour_sushi_del_dia,Tomate frito Orlando sin gluten y sin lactosa pack de 3 brik de 210 g.,290 G.,0.942013591694946,0.010440527530643944,kg,2023-10-01 00:00:00
dia-es,bebidas_aguas_y_zumos_zumos_no_refrigerados,Vino D.O. Rueda blanco verdejo Dama del Lago 75 cl.,Pack-4,13.83494138809614,0.2954901823753997,kg,2023-10-01 00:00:00
dia-es,bebidas_aguas_y_zumos_agua_con_sabor,Mermelada de melocotón categoría extra Carrefour sin gluten 650 g.,75 Cl.,1.9887200330549781,4.2516302871357885,L,2023-11-01 00:00:00
mercadona-es,aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,Yogur bífidus desnatado con lima y limón Danone Activia pack de 4 unidades de 120 g.,Caja,4.803407061848436,9.320867653502855,kg,2023-11-01 00:00:00
dia-es,parafarmacia_cuidado_corporal_desodorantes,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,,1.0339753652833803,7.492343062036943,ud,2023-11-01 00:00:00
mercadona-es,platos_preparados_pescado_pescado,Yogur bífidus desnatado con lima y limón Danone Activia pack de 4 unidades de 120 g.,Caja,2.0401993477515408,4.314192518808147,ud,2023-11-01 00:00:00
dia-es,postres_y_yogures_yogures_liquidos,Ginebra 15 botanicals Blumara,Pieza,0.5071012025219634,2.2035633187116934,kg,2023-11-01 00:00:00
carrefour-es,bebe_higiene_champu,CLA Prozis 90 ud.,250 G.,10.812536654193021,13.144560948070247,kg,2023-11-01 00:00:00
mercadona-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Colutorio diario flúor Fluor-Aid 500 ml.,,1.4687364506781602,1.5594398090847503,kg,2023-11-01 00:00:00
carrefour-es,perfumeria_e_higiene_cabello_champus,Aceite para el cuidado de la piel Bio-Oil 200 ml.,,4.224558454186417,13.421600639011123,kg,2023-11-01 00:00:00
carrefour-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,Aceitunas rellenas de pimiento Hacendado,Bandeja,13.66696838208196,0.2879160859754711,kg,2023-11-01 00:00:00
mercadona-es,alimentacion_legumbres_garbanzos,Bífidus con frutas Hacendado,,2.044196241840587,5.76507984195122,€/ud.,2023-11-01 00:00:00
mercadona-es,alimentacion_legumbres_garbanzos,Aceitunas rellenas de pimiento Hacendado,,0.9396758027284723,4.184949026452605,kg,2023-11-01 00:00:00
mercadona-es,perfumeria_e_higiene_cosmetica_rostro,"Cesta baño Aromatherapy Gloss: Gel de ducha 300 ml, loción 300 ml, exfoliante 100 ml, bombas baño 300 g, vela 1 ud y esponja ",,1.5724427077328815,1.5338498661971423,ud,2023-11-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_fregonas,GIRALDO bacalao al pil pil bandeja 300 gr,Pack-2,10.745918727355685,3.319642012644763,€/Kg.,2023-11-01 00:00:00
dia-es,limpieza_y_hogar_productos_para_cocina_aditivos_y_limpiamaquinas,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",500 Ml.,3.5122388430979723,2.008181513020722,l,2023-12-01 00:00:00
mercadona-es,lacteos_y_huevos_yogures_yogur_sabores,Salsa picante Valentina envase 370 g.,Pieza,19.523960474280205,0.40416478462723365,kg,2023-12-01 00:00:00
dia-es,perfumeria_e_higiene_cabello_champus,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",,4.007751753587744,43.21850642514632,kg,2023-12-01 00:00:00
dia-es,panaderia_y_pasteleria_tartas_y_pasteles,Aguardiente de orujo El Afilador 70 cl.,,2.4667019699162505,9.33820968631215,l,2023-12-01 00:00:00
carrefour-es,aperitivos_aceitunas_y_encurtidos,Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,,0.4036039897509837,0.4171895143561182,€/ud.,2023-12-01 00:00:00
carrefour-es,alimentacion_legumbres_garbanzos,Fluido facial hidratante matificante DermoPure Eucerin 50 ml.,,1.923926011954902,6.901741670615363,kg,2023-12-01 00:00:00
mercadona-es,drogueria_y_limpieza_celulosa_servilletas_de_papel,Vino tinto Solaz V.T.Castilla 3 l.,,2.739460051244281,0.8499300760680791,l,2023-12-01 00:00:00
carrefour-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Cerveza reserva,,2.6293611641830585,2.767573309977546,kg,2023-12-01 00:00:00
dia-es,aceite_especias_y_salsas_otras_salsas,WILKINSON Sword extra beauty 2 maquinilla desechable mujer bolsa 5 uds,,0.967033130387288,0.009707002635019044,€/Kg.,2023-12-01 00:00:00
mercadona-es,desayuno_dulces_y_pan_infusiones_menta_poleo,DOVE jabón de manos pastilla 100 gr,Pieza,4.534566948529077,21.20889627244678,kg,2023-12-01 00:00:00
dia-es,la_despensa_dulce_y_desayuno_chocolates_turrones_y_bombones,Gel de higiene íntima Deliplus,,1.0809371219178918,7.650542704088672,L,2023-12-01 00:00:00
carrefour-es,bebidas_licores_y_cremas_licores_y_orujo,Tarta infantil El Rey León congelada,,2.3904710866432786,2.531814518877854,100 ml,2023-12-01 00:00:00
mercadona-es,postres_y_yogures_bifidus,DR. OETKER aromatizante naranjas de valencia botella 35 ml,,0.965946384982274,6.265919027043586,l,2023-12-01 00:00:00
carrefour-es,alimentacion_legumbres_garbanzos,CLA Prozis 90 ud.,90 Ud.,0.44758713044421417,0.39752110171059907,kg,2023-12-01 00:00:00
dia-es,el_mercado_panaderia_bolleria_y_pasteleria_pan_de_molde_tostado_y_picos,Crema de cacao con avellanas Nutella sin gluten 200 g.,,0.9807524964439239,0.010089176083226023,€/ud.,2024-01-01 00:00:00
carrefour-es,perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,DIXIE pipeta antiparasitaria para perros medianos blíster 3 uds,,1.8930952678862778,5.206006605123536,L,2024-01-01 00:00:00
carrefour-es,la_despensa_conservas_sopas_y_precocinados_croquetas_y_rebozados,GIRALDO bacalao al pil pil bandeja 300 gr,,6.549218819284803,11.62907305930261,ud,2024-01-01 00:00:00
dia-es,desayuno_dulces_y_pan_cafe_en_grano,DIA palitos de mozzarella bolsa 400 gr,,1.1718005608349438,2.724314132915606,kg,2024-01-01 00:00:00
carrefour-es,parafarmacia_cuidado_e_higiene_facial_cremas_faciales,Complemento alimenticio próstrata Sanon 60 cápsulas.,,1.4225584587646385,4.88981875224503,ud,2024-01-01 00:00:00
carrefour-es,aceite_especias_y_salsas_mayonesa_ketchup_y_mostaza,Chuletas de cordero paletilla,60 Cápsulas.,9.893253354111561,3.1250612761738132,ud,2024-01-01 00:00:00
carrefour-es,bebidas_refrescos_isotonicas,Seitán tofu ecológico Carrefour Bio 250 g.,,1.9114777397031977,6.93350715006408,€/l.,2024-01-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_galletas_rellenas,Canela en rama Carmencita 5 g.,50 G.,1.7073329552162066,7.801409238863129,€/l.,2024-01-01 00:00:00
dia-es,cuidado_facial_y_corporal_higiene_intima,DAEN cera depilatoria en perlas rosa mosqueta caja 200 gr,,2.103401494813948,3.1434905454937216,lavado,2024-01-01 00:00:00
carrefour-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,Sérum ácido hialurónico revitalift filler L'Oréal 30 ml.,60 Cápsulas.,2.7864826793881514,8.20775017244922,kg,2024-01-01 00:00:00
carrefour-es,drogueria_y_limpieza_accesorios_limpieza_fregonas,Aquarius sabor limón lata 33 cl.,,3.4640643231809656,7.34500944868345,kg,2024-01-01 00:00:00
dia-es,la_despensa_helados_bombon,Aceite para el cuidado de la piel Bio-Oil 200 ml.,270 G.,4.134180471047009,109.86303244587424,€/ud.,2024-01-01 00:00:00
